1e+05,250,1.9173,0,94.01,5.9897,5.9897,301.66,-21.661,111.77,86.98,177.09
0,255,1.8849,0,80.351,19.649,19.649,0,0,0,0,0
0,260,1.8527,0,87.385,12.615,12.615,0,0,0,0,0
0,265,1.8372,0,89.881,10.119,10.119,0,0,0,0,0
0,270,1.8218,0,85.921,14.079,14.079,0,0,0,0,0
0,275,1.8064,0,93.073,6.9265,6.9265,0,0,0,0,0
0,280,1.791,0,81.427,18.573,18.573,0,0,0,0,0
0,285,1.7818,0,80.89,19.11,19.11,0,0,0,0,0
0,290,1.7725,0,81.78,18.22,18.22,0,0,0,0,0
0,295,1.7633,0,83.687,16.313,16.313,0,0,0,0,0
0,300,1.754,0,80.668,19.332,19.332,0,0,0,0,0
0,305,1.7479,0,87.885,12.115,12.115,0,0,0,0,0
0,310,1.7418,0,92.506,7.4942,7.4942,0,0,0,0,0
0,315,1.7357,0,91.696,8.3043,8.3043,0,0,0,0,0
0,320,1.7296,0,92.134,7.8656,7.8656,0,0,0,0,0
0,325,1.7258,0,91.627,8.3729,8.3729,0,0,0,0,0
0,330,1.722,0,89.984,10.016,10.016,0,0,0,0,0
0,335,1.7181,0,91.844,8.1556,8.1556,0,0,0,0,0
0,340,1.7143,0,80.596,19.404,19.404,0,0,0,0,0
0,345,1.7103,0,83.011,16.989,16.989,0,0,0,0,0
0,350,1.7063,0,91.552,8.4476,8.4476,0,0,0,0,0
0,355,1.7023,0,91.322,8.6783,8.6783,0,0,0,0,0
0,360,1.6983,0,83.698,16.302,16.302,0,0,0,0,0
0,365,1.6955,0,91.343,8.657,8.657,0,0,0,0,0
0,370,1.6927,0,92.183,7.8168,7.8168,0,0,0,0,0
0,375,1.6899,0,83.142,16.858,16.858,0,0,0,0,0
0,380,1.6871,0,92.351,7.6489,7.6489,0,0,0,0,0
0,385,1.685,0,81.409,18.591,18.591,0,0,0,0,0
0,390,1.683,0,90.756,9.2442,9.2442,0,0,0,0,0
0,395,1.6809,0,90.536,9.4639,9.4639,0,0,0,0,0
0,400,1.6788,0,80.229,19.771,19.771,0,0,0,0,0
0,405,1.677,0,89.045,10.955,10.955,0,0,0,0,0
0,410,1.6753,0,86.464,13.536,13.536,0,0,0,0,0
0,415,1.6736,0,85.488,14.512,14.512,0,0,0,0,0
0,420,1.6718,0,90.498,9.5025,9.5025,0,0,0,0,0
0,425,1.6701,0,92.378,7.6216,7.6216,0,0,0,0,0
0,430,1.6683,0,92.266,7.7336,7.7336,0,0,0,0,0
0,435,1.6666,0,85.101,14.899,14.899,0,0,0,0,0
0,440,1.6649,0,91.506,8.494,8.494,0,0,0,0,0
0,445,1.6635,0,88.463,11.537,11.537,0,0,0,0,0
0,450,1.6621,0,90.356,9.6443,9.6443,0,0,0,0,0
0,455,1.6607,0,92.059,7.9409,7.9409,0,0,0,0,0
0,460,1.6593,0,80.363,19.637,19.637,0,0,0,0,0
0,465,1.6577,0,91.968,8.0316,8.0316,0,0,0,0,0
0,470,1.6562,0,91.242,8.7584,8.7584,0,0,0,0,0
0,475,1.6546,0,89.24,10.76,10.76,0,0,0,0,0
0,480,1.653,0,90.944,9.0564,9.0564,0,0,0,0,0
0,485,1.6522,0,82.478,17.522,17.522,0,0,0,0,0
0,490,1.6513,0,91.891,8.1094,8.1094,0,0,0,0,0
0,495,1.6504,0,91.891,8.1086,8.1086,0,0,0,0,0
0,500,1.6496,0,91.918,8.082,8.082,0,0,0,0,0
0,505,1.6489,0,91.493,8.5069,8.5069,0,0,0,0,0
0,510,1.6482,0,81.021,18.979,18.979,0,0,0,0,0
0,515,1.6475,0,91.384,8.6156,8.6156,0,0,0,0,0
0,520,1.6468,0,79.969,20.031,20.031,0,0,0,0,0
0,525,1.6461,0,90.459,9.5414,9.5414,0,0,0,0,0
0,530,1.6454,0,91.838,8.162,8.162,0,0,0,0,0
0,535,1.6447,0,91.487,8.5126,8.5126,0,0,0,0,0
0,540,1.644,0,91.707,8.2928,8.2928,0,0,0,0,0
0,545,1.6433,0,90.936,9.0641,9.0641,0,0,0,0,0
0,550,1.6426,0,82.363,17.637,17.637,0,0,0,0,0
0,555,1.6419,0,88.117,11.883,11.883,0,0,0,0,0
0,560,1.6412,0,88.942,11.058,11.058,0,0,0,0,0
0,565,1.641,0,91.503,8.4973,8.4973,0,0,0,0,0
0,570,1.6409,0,89.973,10.027,10.027,0,0,0,0,0
0,575,1.6407,0,87.956,12.044,12.044,0,0,0,0,0
0,580,1.6405,0,88.262,11.738,11.738,0,0,0,0,0
0,585,1.6402,0,89.804,10.196,10.196,0,0,0,0,0
0,590,1.6398,0,91.253,8.7466,8.7466,0,0,0,0,0
0,595,1.6395,0,89.987,10.013,10.013,0,0,0,0,0
0,600,1.6391,0,79.734,20.266,20.266,0,0,0,0,0
0,605,1.6388,0,89.669,10.331,10.331,0,0,0,0,0
0,610,1.6384,0,87.716,12.284,12.284,0,0,0,0,0
0,615,1.6381,0,88.73,11.27,11.27,0,0,0,0,0
0,620,1.6377,0,83.122,16.878,16.878,0,0,0,0,0
0,625,1.6376,0,90.754,9.246,9.246,0,0,0,0,0
0,630,1.6374,0,90.38,9.6201,9.6201,0,0,0,0,0
0,635,1.6372,0,86.248,13.752,13.752,0,0,0,0,0
0,640,1.637,0,81.908,18.092,18.092,0,0,0,0,0
0,645,1.6367,0,79.046,20.954,20.954,0,0,0,0,0
0,650,1.6364,0,79.031,20.969,20.969,0,0,0,0,0
0,655,1.636,0,80.418,19.582,19.582,0,0,0,0,0
0,660,1.6357,0,86.145,13.855,13.855,0,0,0,0,0
0,665,1.6355,0,90.526,9.4737,9.4737,0,0,0,0,0
0,670,1.6353,0,87.869,12.131,12.131,0,0,0,0,0
0,675,1.6351,0,77.195,22.805,22.805,0,0,0,0,0
0,680,1.635,0,90.36,9.6404,9.6404,0,0,0,0,0
0,685,1.635,0,77.864,22.136,22.136,0,0,0,0,0
0,690,1.635,0,90.377,9.6232,9.6232,0,0,0,0,0
0,695,1.635,0,77.462,22.538,22.538,0,0,0,0,0
0,700,1.635,0,87.574,12.426,12.426,0,0,0,0,0
0,705,1.6346,0,86.852,13.148,13.148,0,0,0,0,0
0,710,1.6343,0,77.219,22.781,22.781,0,0,0,0,0
0,715,1.6339,0,89.379,10.621,10.621,0,0,0,0,0
0,720,1.6336,0,88.136,11.864,11.864,0,0,0,0,0
0,725,1.6336,0,83.584,16.416,16.416,0,0,0,0,0
0,730,1.6336,0,78.805,21.195,21.195,0,0,0,0,0
0,735,1.6336,0,76.132,23.868,23.868,0,0,0,0,0
0,740,1.6336,0,75.592,24.408,24.408,0,0,0,0,0
