0.9	0.73991
0.92	0.74537
0.94	0.32958
0.96	0.47859
0.98	0.80082
1	0.97449
1.02	0.97945
1.04	0.9913
1.06	0.98503
1.08	0.95416
1.1	0.78418
1.12	0.21742
1.14	0.3369
1.16	0.59992
1.18	0.77601
1.2	0.80194
1.22	0.90571
1.24	0.98418
1.26	0.93731
1.28	0.9622
1.3	0.87044
1.32	0.69154
1.34	0.43526
1.36	7E-5
1.38	0.00109
1.4	0.00544
1.42	0.04441
1.44	0.11075
1.46	0.31971
1.48	0.29462
1.5	0.66108
1.52	0.88764
1.54	0.96164
1.56	0.9879
1.58	0.96143
1.6	0.96048
1.62	0.99164
1.64	0.98176
1.66	0.98007
1.68	0.97946
1.7	0.95656
1.72	0.90582
1.74	0.84672
1.76	0.80377
1.78	0.55912
1.8	0.22947
1.82	0.02087
1.84	1.9E-4
1.86	3.4E-4
1.88	0.00146
1.9	0.00265
1.92	0.00565
1.94	0.05735
1.96	0.15282
1.98	0.62728
2	0.41822
2.02	0.50932
2.04	0.87691
2.06	0.70509
2.08	0.88175
2.1	0.91677
2.12	0.92426
2.14	0.98023
2.16	0.92519
2.18	0.90158
2.2	0.89035
2.22	0.96225
2.24	0.96706
2.26	0.94718
2.28	0.93808
2.3	0.90903
2.32	0.84822
2.34	0.84354
2.36	0.83137
2.38	0.64341
2.4	0.69657
2.42	0.47345
2.44	0.60752
2.46	0.57127
2.48	0.21812
2.5	0.15684
2.52	0.01297
2.54	1.5E-4
2.56	0
2.58	0
2.6	0
2.62	0
2.64	0
2.66	0
2.68	0
2.7	0
2.72	0
2.74	0
2.76	0
2.78	0
2.8	0
2.82	1E-5
2.84	0.00359
2.86	0.00644
2.88	0.02204
2.9	0.07241
2.92	0.06609
2.94	0.09915
2.96	0.19322
2.98	0.09432
3	0.24629
3.02	0.13823
3.04	0.09231
3.06	0.14025
3.08	0.15913
3.1	0.08815
3.12	0.30337
3.14	0.26557
3.16	0.48678
3.18	0.55048
3.2	0.04735
3.22	0.03421
3.24	0.26465
3.26	0.20275
3.28	0.37159
3.3	0.07347
3.32	0.04471
3.34	0.39376
3.36	0.24422
3.38	0.43036
3.4	0.73895
3.42	0.77178
3.44	0.7764
3.46	0.79537
3.48	0.84388
3.5	0.84566
3.52	0.81346
3.54	0.67906
3.56	0.7992
3.58	0.75262
3.6	0.83081
3.62	0.88698
3.64	0.91401
3.66	0.88501
3.68	0.5361
3.7	0.92562
3.72	0.89706
3.74	0.79782
3.76	0.79624
3.78	0.86335
3.8	0.91715
3.82	0.92797
3.84	0.84077
3.86	0.82326
3.88	0.81609
3.9	0.87168
3.92	0.84677
3.94	0.90184
3.96	0.9297
3.98	0.91979
4	0.91159
4.02	0.87986
4.04	0.83318
4.06	0.83049
4.08	0.77939
4.1	0.75801
4.12	0.74586
4.14	0.72859
4.16	0.65356
4.18	0.08772
4.2	1E-5
4.22	0
4.24	0
4.26	0
4.28	0
4.3	0
4.32	0
4.34	0
4.36	0
4.38	1E-5
4.4	0
4.42	1.2E-4
4.44	0.00547
4.46	0.02959
4.48	0.07008
4.5	0.30517
4.52	0.15535
4.54	0.25348
4.56	0.41825
4.58	0.47986
4.6	0.68391
4.62	0.69248
4.64	0.76119
4.66	0.60102
4.68	0.39306
4.7	0.71177
4.72	0.69107
4.74	0.70256
4.76	0.63368
4.78	0.41326
4.8	0.639
4.82	0.40843
4.84	0.17152
4.86	0.61525
4.88	0.67094
4.9	0.20893
4.92	0.72862
4.94	0.32425
4.96	0.05823
4.98	0.17633
5	0.27202
5.02	0.00948
5.04	0.45455
5.06	0.40272
5.08	0.03882
5.1	0.11442
5.12	0.21805
5.14	6.8E-4
5.16	0.09588
5.18	0.23961
5.2	7.7E-4
5.22	5.6E-4
5.24	1.9E-4
5.26	0.10024
5.28	2E-4
5.3	1.6E-4
5.32	0.06177
5.34	0.00104
5.36	0
5.38	0.00166
5.4	0.00143
5.42	0
5.44	0
5.46	0
5.48	0
5.5	0.00136
5.52	1E-5
5.54	0
5.56	0
5.58	0
5.6	0
5.62	0
5.64	0
5.66	0
5.68	0
5.7	0
5.72	0
5.74	0
5.76	0
5.78	0
5.8	0
5.82	0
5.84	0
5.86	0
5.88	0
5.9	0
5.92	0
5.94	0
5.96	0
5.98	0
6	0
6.02	0
6.04	0
6.06	0
6.08	0
6.1	0
6.12	0
6.14	0
6.16	0
6.18	0
6.2	0
6.22	0
6.24	0
6.26	1E-5
6.28	0
6.3	1E-5
6.32	0
6.34	0
6.36	0
6.38	0
6.4	0
6.42	0
6.44	0
6.46	0
6.48	0
6.5	0
6.52	0
6.54	0
6.56	0
6.58	0
6.6	0
6.62	0
6.64	0
6.66	0
6.68	0
6.7	0
6.72	0
6.74	0
6.76	0
6.78	0
6.8	0
6.82	0
6.84	0
6.86	0
6.88	0
6.9	0
6.92	0
6.94	0
6.96	0
6.98	0
7	0
7.02	0
7.04	0
7.06	0
7.08	0
7.1	0
7.12	0
7.14	0
7.16	0
7.18	0
7.2	0
7.22	0
7.24	5E-4
7.26	0
7.28	0
7.3	0
7.32	9E-5
7.34	0
7.36	2E-5
7.38	6E-5
7.4	0.01174
7.42	0.00648
7.44	0.00897
7.46	2E-5
7.48	0
7.5	0.02153
7.52	0.03739
7.54	0.07005
7.56	0.01331
7.58	2E-5
7.6	3.6E-4
7.62	0.00214
7.64	0.0249
7.66	0.00436
7.68	0.09542
7.7	0.25308
7.72	0.13526
7.74	0.24542
7.76	0.03435
7.78	0.15762
7.8	0.22588
7.82	0.37896
7.84	0.27691
7.86	0.00676
7.88	0.00243
7.9	0.00954
7.92	0.19391
7.94	0.01561
7.96	0.46055
7.98	0.33677
8	0.55792
8.02	0.62288
8.04	0.0697
8.06	0.52985
8.08	0.53425
8.1	0.92806
8.12	0.9541
8.14	0.77532
8.16	0.06331
8.18	0.54551
8.2	0.54543
8.22	0.82344
8.24	0.55409
8.26	0.42011
8.28	0.8783
8.3	0.91222
8.32	0.91988
8.34	0.52996
8.36	0.81192
8.38	0.79126
8.4	0.79596
8.42	0.31248
8.44	0.82481
8.46	0.91607
8.48	0.84629
8.5	0.7065
8.52	0.23343
8.54	0.86089
8.56	0.95244
8.58	0.19798
8.6	0.91309
8.62	0.93802
8.64	0.95514
8.66	0.87575
8.68	0.3949
8.7	0.47057
8.72	0.93329
8.74	0.95027
8.76	0.89584
8.78	0.92388
8.8	0.43985
8.82	0.84918
8.84	0.94938
8.86	0.97247
8.88	0.95934
8.9	0.94109
8.92	0.34975
8.94	0.93875
8.96	0.97649
8.98	0.96093
9	0.49796
9.02	0.94534
9.04	0.65025
9.06	0.96551
9.08	0.62777
9.1	0.88057
9.12	0.97189
9.14	0.96451
9.16	0.69815
9.18	0.95547
9.2	0.94336
9.22	0.92612
9.24	0.92378
9.26	0.924
9.28	0.91923
9.3	0.90089
9.32	0.79919
9.34	0.91714
9.36	0.88232
9.38	0.35635
9.4	0.70354
9.42	0.58009
9.44	0.49621
9.46	0.48742
9.48	0.42516
9.5	0.38985
9.52	0.37494
9.54	0.49149
9.56	0.65922
9.58	0.88879
9.6	0.50292
9.62	0.35924
9.64	0.47865
9.66	0.5033
9.68	0.57729
9.7	0.5314
9.72	0.50514
9.74	0.57725
9.76	0.57231
9.78	0.60704
9.8	0.59061
9.82	0.58905
9.84	0.6683
9.86	0.55257
9.88	0.69596
9.9	0.63432
9.92	0.78266
9.94	0.82637
9.96	0.78823
9.98	0.84923
10	0.81406
10.02	0.90031
10.04	0.92787
10.06	0.9328
10.08	0.9421
10.1	0.9472
10.12	0.97249
10.14	0.97019
10.16	0.91466
10.18	0.94885
10.2	0.97507
10.22	0.9422
10.24	0.90546
10.26	0.94915
10.28	0.95716
10.3	0.88609
10.32	0.95186
10.34	0.90685
10.36	0.97488
10.38	0.9768
10.4	0.97294
10.42	0.90464
10.44	0.97462
10.46	0.89021
10.48	0.9282
10.5	0.97596
10.52	0.99025
10.54	0.81757
10.56	0.94457
10.58	0.92467
10.6	0.9921
10.62	0.97968
10.64	0.99617
10.66	0.98961
10.68	0.97926
10.7	0.97316
10.72	0.97571
10.74	0.97867
10.76	0.95773
10.78	0.99669
10.8	0.96433
10.82	0.98136
10.84	0.75832
10.86	0.98318
10.88	0.98526
10.9	0.99486
10.92	0.99636
10.94	0.88589
10.96	0.99189
10.98	0.96321
11	0.46976
11.02	0.97994
11.04	0.92818
11.06	0.9957
11.08	0.98779
11.1	0.9976
11.12	0.99753
11.14	0.94325
11.16	0.98191
11.18	0.99809
11.2	0.99666
11.22	0.84968
11.24	0.95929
11.26	0.94563
11.28	0.93184
11.3	0.98366
11.32	0.77279
11.34	0.98616
11.36	0.99686
11.38	0.61186
11.4	0.98667
11.42	0.98402
11.44	0.99484
11.46	0.98646
11.48	0.55883
11.5	0.99123
11.52	0.9949
11.54	0.98668
11.56	0.6553
11.58	0.99405
11.6	0.99637
11.62	0.99587
11.64	0.99002
11.66	0.9929
11.68	0.98049
11.7	0.42501
11.72	0.61493
11.74	0.83533
11.76	0.9436
11.78	0.92042
11.8	0.99085
11.82	0.98146
11.84	0.99548
11.86	0.99291
11.88	0.77287
11.9	0.63266
11.92	0.96643
11.94	0.99411
11.96	0.98298
11.98	0.9906
12	0.9969
12.02	0.99656
12.04	0.9882
12.06	0.9865
12.08	0.52689
12.1	0.95668
12.12	0.5769
12.14	0.99011
12.16	0.98304
12.18	0.99399
12.2	0.99467
12.22	0.99
12.24	0.96771
12.26	0.92874
12.28	0.45658
12.3	0.93464
12.32	0.98434
12.34	0.98226
12.36	0.911
12.38	0.67125
12.4	0.85155
12.42	0.97333
12.44	0.59517
12.46	0.77495
12.48	0.89191
12.5	0.82715
12.52	0.03942
12.54	0.3786
12.56	0.21425
12.58	0.79663
12.6	0.36957
12.62	0.71314
12.64	0.8534
12.66	0.95588
12.68	0.96424
12.7	0.946
12.72	0.91377
12.74	0.41098
12.76	0.67269
12.78	0.93054
12.8	0.9502
